FMR,FNMR
1.0,0.0
0.9998803970816887,0.0
0.9997607941633776,0.0
0.9996411912450663,0.0
0.9995215883267552,0.0
0.9994019854084439,0.0
0.9992823824901328,0.0
0.9991627795718215,0.0
0.9990431766535104,0.0
0.9989235737351991,0.0
0.998803970816888,0.0
0.9986843678985767,0.0
0.9985647649802655,0.0
0.9984451620619543,0.0
0.9983255591436431,0.0
0.9982059562253319,0.0
0.9980863533070207,0.0
0.9979667503887095,0.0
0.9978471474703983,0.0
0.9977275445520871,0.0
0.9976079416337759,0.0
0.9974883387154646,0.0
0.9973687357971535,0.0
0.9972491328788422,0.0
0.9971295299605311,0.0
0.9970099270422198,0.0
0.9968903241239087,0.0
0.9967707212055974,0.0
0.9966511182872863,0.0
0.996531515368975,0.0
0.9964119124506639,0.0
0.9962923095323526,0.0
0.9961727066140413,0.0
0.9960531036957302,0.0
0.9959335007774189,0.0
0.9958138978591078,0.0
0.9956942949407965,0.0
0.9955746920224854,0.0
0.9954550891041741,0.0
0.995335486185863,0.0
0.9952158832675517,0.0
0.9950962803492405,0.0
0.9949766774309293,0.0
0.9948570745126181,0.0
0.9947374715943069,0.0
0.9946178686759957,0.0
0.9944982657576845,0.0
0.9943786628393733,0.0
0.9942590599210621,0.0
0.9941394570027509,0.0
0.9940198540844397,0.0
0.9939002511661285,0.0
0.9937806482478172,0.0
0.993661045329506,0.0
0.9935414424111948,0.0
0.9934218394928837,0.0
0.9933022365745724,0.0
0.9931826336562612,0.0
0.99306303073795,0.0
0.9929434278196388,0.0
0.9928238249013276,0.0
0.9927042219830163,0.0
0.9925846190647052,0.0
0.9924650161463939,0.0
0.9923454132280828,0.0
0.9922258103097715,0.0
0.9921062073914604,0.0
0.9919866044731491,0.0
0.991867001554838,0.0
0.9917473986365267,0.0
0.9916277957182156,0.0
0.9915081927999043,0.0
0.9913885898815931,0.0
0.9912689869632819,0.0
0.9911493840449707,0.0
0.9910297811266595,0.0
0.9909101782083483,0.0
0.9907905752900371,0.0
0.9906709723717259,0.0
0.9905513694534147,0.0
0.9904317665351035,0.0
0.9903121636167922,0.0
0.990192560698481,0.0
0.9900729577801698,0.0
0.9899533548618586,0.0
0.9898337519435474,0.0
0.9897141490252362,0.0
0.989594546106925,0.0
0.9894749431886138,0.0
0.9893553402703026,0.0
0.9892357373519914,0.0
0.9891161344336802,0.0
0.9889965315153689,0.0
0.9888769285970578,0.0
0.9887573256787465,0.0
0.9886377227604354,0.0
0.9885181198421241,0.0
0.988398516923813,0.0
0.9882789140055017,0.0
0.9881593110871906,0.0
0.9880397081688793,0.0
0.9879201052505681,0.0
0.9878005023322569,0.0
0.9876808994139457,0.0
0.9875612964956345,0.0
0.9874416935773233,0.0
0.9873220906590121,0.0
0.9872024877407009,0.0
0.9870828848223897,0.0
0.9869632819040784,0.0
0.9868436789857673,0.0
0.986724076067456,0.0
0.9866044731491448,0.0
0.9864848702308336,0.0
0.9863652673125224,0.0
0.9862456643942112,0.0
0.9861260614759,0.0
0.9860064585575888,0.0
0.9858868556392776,0.0
0.9857672527209664,0.0
0.9856476498026552,0.0
0.985528046884344,0.0
0.9854084439660328,0.0
0.9852888410477215,0.0
0.9851692381294104,0.0
0.9850496352110991,0.0
0.984930032292788,0.0
0.9848104293744767,0.0
0.9846908264561656,0.0
0.9845712235378543,0.0
0.9844516206195432,0.0
0.9843320177012319,0.0
0.9842124147829207,0.0
0.9840928118646095,0.0
0.9839732089462983,0.0
0.9838536060279871,0.0
0.9837340031096758,0.0
0.9836144001913647,0.0
0.9834947972730534,0.0
0.9833751943547423,0.0
0.983255591436431,0.0
0.9831359885181199,0.0
0.9830163855998086,0.0
0.9828967826814974,0.0
0.9827771797631862,0.0
0.982657576844875,0.0
0.9825379739265638,0.0
0.9824183710082526,0.0
0.9822987680899414,0.0
0.9821791651716302,0.0
0.982059562253319,0.0
0.9819399593350078,0.0
0.9818203564166965,0.0
0.9817007534983854,0.0
0.9815811505800741,0.0
0.981461547661763,0.0
0.9813419447434517,0.0
0.9812223418251406,0.0
0.9811027389068293,0.0
0.9809831359885182,0.0
0.9808635330702069,0.0
0.9807439301518958,0.0
0.9806243272335845,0.0
0.9805047243152732,0.0
0.9803851213969621,0.0
0.9802655184786508,0.0
0.9801459155603397,0.0
0.9800263126420284,0.0
0.9799067097237173,0.0
0.979787106805406,0.0
0.9796675038870949,0.0
0.9795479009687836,0.0
0.9794282980504724,0.0
0.9793086951321612,0.0
0.97918909221385,0.0
0.9790694892955388,0.0
0.9789498863772276,0.0
0.9788302834589164,0.0
0.9787106805406052,0.0
0.978591077622294,0.0
0.9784714747039828,0.0
0.9783518717856716,0.0
0.9782322688673604,0.0
0.9781126659490491,0.0
0.977993063030738,0.0
0.9778734601124267,0.0
0.9777538571941156,0.0
0.9776342542758043,0.0
0.9775146513574932,0.0
0.9773950484391819,0.0
0.9772754455208708,0.0
0.9771558426025595,0.0
0.9770362396842482,0.0
0.9769166367659371,0.0
0.9767970338476258,0.0
0.9766774309293147,0.0
0.9765578280110034,0.0
0.9764382250926923,0.0
